TipoFamilia,Sucursal,Descripción_Canal,AÑO,MES,Nombre_Empl,Apellido_Empl,TotalVentas
GRABACION,Rosario1,Presencial,2020,8,Sandra,Marulanda,538.0
IMPRESIÓN,Caseros,OnLine,2020,8,Daniela,Franco,530.0
GRABACION,Cabildo,Presencial,2020,8,Isabella,Marquez,516.0
GRABACION,Cabildo,Presencial,2020,8,Sergio,Posada,516.0
IMPRESIÓN,Cabildo,Presencial,2020,8,Karen,Restrepo,515.0
IMPRESIÓN,Mendoza2,OnLine,2020,8,Susana,Suarez,515.0
GABINETES,Lanus,OnLine,2020,8,Samuel,Franco,512.38
BASES,Cabildo,Telefónica,2020,8,Karen,Restrepo,512.0
IMPRESIÓN,Caballito,OnLine,2020,8,Karla,Molina,508.0
LIMPIEZA,Rosario2,Telefónica,2020,8,Alberto,Arango,468.0
INFORMATICA,Cabildo,OnLine,2020,8,Federico,Arroyave,436.04
INFORMATICA,Cabildo,OnLine,2020,8,Virginia,Saldarriaga,436.04
VARIOS,Córdoba Centro,OnLine,2020,8,Elena,Arroyave,430.0
IMPRESIÓN,Rosario1,OnLine,2020,8,Luis,Sierra,421.0
IMPRESIÓN,Corrientes,Telefónica,2020,8,Karina,Jimenez,414.0
LIMPIEZA,Castelar,OnLine,2020,8,Paula,Palacio,411.0
IMPRESIÓN,Caballito,OnLine,2020,8,Gonzalo,Betancur,398.0
IMPRESIÓN,MDQ1,OnLine,2020,8,Carlos,Cifuentes,398.0
IMPRESIÓN,Quilmes,Telefónica,2020,8,Carla,Pulgarin,398.0
IMPRESIÓN,Moron,OnLine,2020,8,Brenda,Aguirre,398.0
IMPRESIÓN,Bariloche,OnLine,2020,8,Jacobo,Higuita,398.0
VARIOS,Rosario1,OnLine,2020,8,Patricia,Rodríguez,392.0
IMPRESIÓN,Velez,OnLine,2020,8,Luis,Hoyos,373.0
VARIOS,Velez,Presencial,2020,8,Tomas,Arias,369.0
IMPRESIÓN,Córdoba Centro,Presencial,2020,8,Miguel,Duque,364.0
AUDIO,Palermo 2,OnLine,2020,8,Isabel,Salamanca,353.32
IMPRESIÓN,Velez,Telefónica,2020,8,Antonio,Zerra,353.0
VARIOS,San Isidro,OnLine,2020,8,Oscar,Posada,336.0
LIMPIEZA,Flores,OnLine,2020,8,Miguel,Suarez,321.0
INFORMATICA,Deposito,OnLine,2020,8,Daniela,Rico,305.36
LIMPIEZA,Avellaneda,Presencial,2020,8,Monica,Santana,273.0
VARIOS,Caseros,OnLine,2020,8,Estefania,Villegas,245.0
VARIOS,Caseros,OnLine,2020,8,David,Lemus,245.0
VARIOS,Vicente Lopez,Presencial,2020,8,Sara,Osorio,245.0
VARIOS,Vicente Lopez,OnLine,2020,8,Felipe,Dominguez,228.0
VARIOS,Mendoza2,OnLine,2020,8,Natalia,Arango,222.0
VARIOS,Mendoza2,OnLine,2020,8,Tomas,Guerrero,222.0
VARIOS,MDQ1,OnLine,2020,8,Adriana,Melano,216.0
VARIOS,Flores,Presencial,2020,8,Sandra,Cano,215.0
IMPRESIÓN,Rosario2,OnLine,2020,8,Carmen,Arango,199.0
IMPRESIÓN,San Isidro,Presencial,2020,8,Alberto,Lopez,199.0
IMPRESIÓN,Palermo 1,OnLine,2020,8,Santiago,Jaramillo,199.0
LIMPIEZA,Flores,Presencial,2020,8,Carlos,Posada,182.0
LIMPIEZA,Rosario1,OnLine,2020,8,Tomas,Guerrero,182.0
LIMPIEZA,Rosario1,OnLine,2020,8,Natalia,Arango,182.0
VARIOS,Velez,OnLine,2020,8,Luis,Hoyos,156.0
LIMPIEZA,Córdoba Quiroz,OnLine,2020,8,Gonzalo,Florez,137.0
VARIOS,Velez,OnLine,2020,8,Karen,Gomez,113.0
LIMPIEZA,Rosario2,Telefónica,2020,8,Ana Maria,Arango,91.0
VARIOS,Almagro,OnLine,2020,8,Alejandra,Florez,26.0
IMPRESIÓN,Castelar,OnLine,2020,8,Lisa,Guerra,
GRABACION,Caballito,OnLine,2020,8,Pamela,Serna,
VARIOS,MDQ2,OnLine,2020,8,Mariana,Guerrero,
IMPRESIÓN,Córdoba Quiroz,OnLine,2020,8,Juan,Rodas,
IMPRESIÓN,Avellaneda,Presencial,2020,8,Carlos,Restrepo,
ESTUCHERIA,Cabildo,OnLine,2020,8,David,Lemus,
LIMPIEZA,Bariloche,OnLine,2020,8,Jacobo,Higuita,
ESTUCHERIA,La Plata,OnLine,2020,8,Pablo,Carmona,
BASES,Mendoza1,Telefónica,2020,8,Leonardo,Zapata,
AUDIO,Cerro de las Rosas,Telefónica,2020,8,Victoria,Marquez,
IMPRESIÓN,La Plata,Presencial,2020,8,Juliana,Ospina,
ESTUCHERIA,Alberdi,OnLine,2020,8,Estefania,Muñoz,
ESTUCHERIA,Cabildo,OnLine,2020,8,Estefania,Villegas,
IMPRESIÓN,Córdoba Quiroz,OnLine,2020,8,Julieta,Rico,
IMPRESIÓN,Avellaneda,Presencial,2020,8,Santiago,Idarraga,
AUDIO,Cerro de las Rosas,Telefónica,2020,8,Evelyn,Palacio,
ESTUCHERIA,Moron,OnLine,2020,7,Angela,Alzate,2.0160849E7
IMPRESIÓN,Deposito,OnLine,2020,7,Rafael,Mendez,1122244.0
INFORMATICA,Rosario1,OnLine,2020,7,Tomas,Guerrero,517855.14
INFORMATICA,Rosario1,OnLine,2020,7,Natalia,Arango,517855.14
INFORMATICA,Caseros,OnLine,2020,7,Daniela,Franco,421212.0
INFORMATICA,Caseros,Telefónica,2020,7,Mariana,Diaz,331660.12
INFORMATICA,Caseros,Telefónica,2020,7,Jeronimo,Burgos,331660.12
ESTUCHERIA,Mendoza2,OnLine,2020,7,Catalina,Aristizabal,306156.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Sergio,Posada,300245.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Isabella,Marquez,300245.0
ESTUCHERIA,Córdoba Quiroz,OnLine,2020,7,Melisa,Gomez,242860.0
INFORMATICA,MDQ2,OnLine,2020,7,Catalina,Vallejo,215496.82
INFORMATICA,MDQ2,OnLine,2020,7,Evelyn,Bustos,215496.82
IMPRESIÓN,Vicente Lopez,Telefónica,2020,7,Felipe,Dominguez,154500.0
GAMING,Palermo 1,OnLine,2020,7,Jorge,Zea,154200.0
GAMING,Palermo 1,OnLine,2020,7,Luis,Melano,154200.0
IMPRESIÓN,Córdoba Quiroz,Telefónica,2020,7,Carolina,Muñoz,99600.0
IMPRESIÓN,Córdoba Quiroz,Telefónica,2020,7,Raquel,Uribe,99600.0
IMPRESIÓN,Córdoba Quiroz,Telefónica,2020,7,Dinora,Henao,99600.0
INFORMATICA,Caseros,OnLine,2020,7,Guillermo,Fernandez,80489.64
ESTUCHERIA,La Plata,Presencial,2020,7,Manuel,Arango,73740.0
VARIOS,San Justo,OnLine,2020,7,Barbara,Henao,59700.0
INFORMATICA,Caseros,Presencial,2020,7,Daniela,Franco,43604.0
BASES,Bariloche,OnLine,2020,7,Julieta,Rico,35400.0
BASES,Bariloche,OnLine,2020,7,Juan,Rodas,35400.0
VARIOS,Alberdi,Telefónica,2020,7,Evelyn,Diaz,31200.0
INFORMATICA,MDQ1,OnLine,2020,7,Natalia,Ramirez,31117.460000000003
INFORMATICA,Lanus,OnLine,2020,7,Andrés,Fernandez,26110.92
ESTUCHERIA,Vicente Lopez,OnLine,2020,7,Sofia,Cano,23820.0
ESTUCHERIA,Velez,OnLine,2020,7,Javier,Castro,22315.0
"",MDQ1,OnLine,2020,7,Elisa,Perez,22300.0
INFORMATICA,Flores,OnLine,2020,7,Jacobo,Bustos,22219.559999999998
INFORMATICA,Moron,OnLine,2020,7,Elena,Garces,21034.86
INFORMATICA,Palermo 2,OnLine,2020,7,Diana,Caro,21034.86
IMPRESIÓN,Cabildo,OnLine,2020,7,Jorge,Zea,20896.0
IMPRESIÓN,Cabildo,OnLine,2020,7,Luis,Melano,20896.0
INFORMATICA,Alberdi,OnLine,2020,7,Guillermo,Peláez,19085.22
INFORMATICA,La Plata,OnLine,2020,7,Diana,Peláez,17977.96
ESTUCHERIA,Caseros,Telefónica,2020,7,Daniela,Franco,17416.0
INFORMATICA,Castelar,OnLine,2020,7,Ana Maria,Rodríguez,16885.44
INFORMATICA,Córdoba Centro,OnLine,2020,7,Jacobo,Guerra,15724.94
INFORMATICA,Córdoba Centro,OnLine,2020,7,Marisa,Caro,15724.94
ESTUCHERIA,Almagro,OnLine,2020,7,Monica,Castro,13626.0
INFORMATICA,Vicente Lopez,OnLine,2020,7,Paula,Diaz,13139.72
INFORMATICA,Rosario2,OnLine,2020,7,Sofia,Acevedo,13139.72
ESTUCHERIA,Palermo 2,OnLine,2020,7,Luisa,Granda,13092.0
IMPRESIÓN,Palermo 2,OnLine,2020,7,Virginia,Saldarriaga,13067.0
IMPRESIÓN,Palermo 2,OnLine,2020,7,Federico,Arroyave,13067.0
IMPRESIÓN,Palermo 2,OnLine,2020,7,Juan,Arango,12990.0
IMPRESIÓN,Cerro de las Rosas,OnLine,2020,7,Pamela,Rodriguez,12860.0
INFORMATICA,Palermo 1,OnLine,2020,7,Oscar,Cifuentes,12802.9
ESTUCHERIA,Cabildo,OnLine,2020,7,Esteban,Giraldo,12456.0
INFORMATICA,Bariloche,OnLine,2020,7,Juan,Rodas,12097.8
INFORMATICA,Bariloche,OnLine,2020,7,Julieta,Rico,12097.8
INFORMATICA,Cabildo,OnLine,2020,7,Javier,Santana,12097.8
INFORMATICA,Cerro de las Rosas,OnLine,2020,7,Carla,Betancur,12086.58
ESTUCHERIA,Alberdi,OnLine,2020,7,Guillermo,Peláez,11955.0
INFORMATICA,Rosario2,OnLine,2020,7,Karina,Marquez,11775.72
INFORMATICA,Rosario2,OnLine,2020,7,Paula,Cock,11775.72
ESTUCHERIA,Palermo 2,OnLine,2020,7,Ana,Jaramillo,11508.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Jorge,Zea,11432.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Luis,Melano,11432.0
ESTUCHERIA,Córdoba Centro,OnLine,2020,7,Sebastian,Lemos,10860.0
ESTUCHERIA,Rosario1,OnLine,2020,7,Juan,Bermudez,10849.0
ESTUCHERIA,MDQ2,OnLine,2020,7,Mariana,Guerrero,10676.0
ESTUCHERIA,Cerro de las Rosas,OnLine,2020,7,Carla,Betancur,10590.0
ESTUCHERIA,Castelar,OnLine,2020,7,Melina,Acevedo,10416.0
ESTUCHERIA,Velez,OnLine,2020,7,David,Gracía,10245.0
ESTUCHERIA,Lanus,Presencial,2020,7,Samuel,Sanchez,10084.0
ESTUCHERIA,Lanus,Presencial,2020,7,Miguel,Ramirez,10084.0
ESTUCHERIA,MDQ2,OnLine,2020,7,Cathy,Sierra,10067.0
INFORMATICA,Palermo 2,OnLine,2020,7,Monica,Arango,9901.76
INFORMATICA,Cabildo,OnLine,2020,7,Sergio,Posada,9691.0
INFORMATICA,Cabildo,OnLine,2020,7,Isabella,Marquez,9691.0
INFORMATICA,Moron,OnLine,2020,7,Angelica,Pulgarin,9555.04
ESTUCHERIA,Cabildo,OnLine,2020,7,Francisco,Arias,9231.0
ESTUCHERIA,Castelar,OnLine,2020,7,Paula,Palacio,9003.0
ESTUCHERIA,Alberdi,OnLine,2020,7,Eliana,Sanchez,8913.0
ESTUCHERIA,Alberdi,Presencial,2020,7,Eliana,Sanchez,8913.0
ESTUCHERIA,Vicente Lopez,OnLine,2020,7,Paula,Diaz,8612.0
AUDIO,Mendoza2,Telefónica,2020,7,Camila,Hoyos,8539.74
AUDIO,Rosario2,Telefónica,2020,7,Paula,Cock,8539.74
AUDIO,Palermo 2,OnLine,2020,7,Isabel,Salamanca,8539.74
AUDIO,Rosario2,Telefónica,2020,7,Karina,Marquez,8539.74
ESTUCHERIA,MDQ2,OnLine,2020,7,Camila,Girando,8358.0
IMPRESIÓN,Flores,OnLine,2020,7,Catalina,Osorio,8319.0
ESTUCHERIA,Corrientes,Telefónica,2020,7,Andrés,Peláez,8247.0
ESTUCHERIA,La Plata,OnLine,2020,7,Diana,Peláez,8140.0
INFORMATICA,Cerro de las Rosas,Presencial,2020,7,Carla,Betancur,8057.72
ESTUCHERIA,Quilmes,OnLine,2020,7,Amalia,Zea,8037.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Karen,Restrepo,7890.0
ESTUCHERIA,MDQ1,OnLine,2020,7,Miguel,Mendez,7809.0
ESTUCHERIA,Córdoba Centro,OnLine,2020,7,Julian,Lema,7733.0
GRABACION,Mendoza2,OnLine,2020,7,Catalina,Aristizabal,7679.76
GRABACION,Cabildo,OnLine,2020,7,Javier,Santana,7559.2
ESTUCHERIA,Mendoza1,Telefónica,2020,7,Alicia,Castrillón,7536.0
ESTUCHERIA,Córdoba Quiroz,Telefónica,2020,7,Lina,Mendez,7526.0
ESTUCHERIA,Rosario2,OnLine,2020,7,Karina,Marquez,7374.0
ESTUCHERIA,Rosario2,OnLine,2020,7,Paula,Cock,7374.0
ESTUCHERIA,La Plata,Telefónica,2020,7,Diana,Peláez,7372.0
ESTUCHERIA,Moron,Telefónica,2020,7,Angelica,Pulgarin,7372.0
IMPRESIÓN,Mendoza2,OnLine,2020,7,Susana,Suarez,7366.0
INFORMATICA,Rosario2,Telefónica,2020,7,Alberto,Arango,7194.44
ESTUCHERIA,Alberdi,OnLine,2020,7,Estefania,Muñoz,7098.0
ESTUCHERIA,Castelar,OnLine,2020,7,Luisa,Sierra,7073.0
INFORMATICA,Almagro,OnLine,2020,7,Lina,Villamizar,7011.62
ESTUCHERIA,Alberdi,OnLine,2020,7,Evelyn,Diaz,6988.0
INFORMATICA,Córdoba Centro,OnLine,2020,7,Elena,Arroyave,6971.36
INFORMATICA,Almagro,Presencial,2020,7,Carlos,Gomez,6971.36
INFORMATICA,Mendoza1,Presencial,2020,7,Mauricio,Mota,6971.36
INFORMATICA,Castelar,Presencial,2020,7,Sofia,Marulanda,6971.36
AUDIO,Moron,OnLine,2020,7,Gloria,Tamayo,6753.12
INFORMATICA,Almagro,Presencial,2020,7,Alejandra,Florez,6747.84
INFORMATICA,Rosario1,OnLine,2020,7,Luis,Sierra,6747.84
ESTUCHERIA,Córdoba Centro,OnLine,2020,7,Jessica,Peláez,6730.0
ESTUCHERIA,Palermo 1,OnLine,2020,7,Patricia,Diez,6671.0
INFORMATICA,Mendoza1,Telefónica,2020,7,Mauricio,Mota,6569.86
ESTUCHERIA,Castelar,Presencial,2020,7,Tatiana,Arango,6420.0
INFORMATICA,Cabildo,OnLine,2020,7,Camilo,Berrio,6412.12
INFORMATICA,Almagro,OnLine,2020,7,Amalia,Gutierrez,6296.18
ESTUCHERIA,Rosario2,OnLine,2020,7,Ana Maria,Arango,6279.0
INFORMATICA,San Justo,Telefónica,2020,7,Leonardo,Vasquez,6078.16
INFORMATICA,Flores,OnLine,2020,7,Camila,Dominguez,6078.16
ESTUCHERIA,Almagro,Presencial,2020,7,Monica,Castro,6002.0
ESTUCHERIA,Córdoba Quiroz,Telefónica,2020,7,Carlos,Jimenez,5988.0
INFORMATICA,Corrientes,OnLine,2020,7,Carolina,Cano,5980.4800000000005
ESTUCHERIA,Flores,OnLine,2020,7,Susana,Ruiz,5948.0
ESTUCHERIA,San Justo,Telefónica,2020,7,Juliana,Castrillón,5948.0
ESTUCHERIA,San Justo,Presencial,2020,7,Stepania,Zapata,5948.0
ESTUCHERIA,San Justo,OnLine,2020,7,Elisa,Mota,5942.0
BASES,Quilmes,OnLine,2020,7,Hilda,Aguirre,5870.0
INFORMATICA,Mendoza1,OnLine,2020,7,Elisa,Vasquez,5845.4
ESTUCHERIA,Caballito,Presencial,2020,7,Isabella,Marquez,5830.0
ESTUCHERIA,Caballito,Presencial,2020,7,Sergio,Posada,5830.0
ESTUCHERIA,Caballito,OnLine,2020,7,Victoria,Hincapie,5828.0
INFORMATICA,Caballito,OnLine,2020,7,Gonzalo,Betancur,5738.04
ESTUCHERIA,Palermo 2,OnLine,2020,7,Maria,Lema,5734.0
AUDIO,Rosario2,Telefónica,2020,7,Alejandra,Bermudez,5693.16
AUDIO,Quilmes,OnLine,2020,7,Isabella,Simanca,5693.16
ESTUCHERIA,Caballito,OnLine,2020,7,Hilda,Rodriguez,5674.0
INFORMATICA,MDQ1,OnLine,2020,7,Alicia,Carmona,5615.28
INFORMATICA,Castelar,Telefónica,2020,7,Melina,Acevedo,5615.28
INFORMATICA,La Plata,Presencial,2020,7,Juliana,Ospina,5615.28
LIMPIEZA,Alberdi,OnLine,2020,7,David,Jaramillo,5580.0
ESTUCHERIA,Caballito,OnLine,2020,7,Isabella,Marquez,5578.0
ESTUCHERIA,Caballito,OnLine,2020,7,Sergio,Posada,5578.0
ESTUCHERIA,San Isidro,Telefónica,2020,7,Alberto,Lopez,5572.0
ESTUCHERIA,Quilmes,OnLine,2020,7,Hilda,Aguirre,5572.0
ESTUCHERIA,MDQ1,OnLine,2020,7,Natalia,Ramirez,5572.0
ESTUCHERIA,Vicente Lopez,OnLine,2020,7,Felipe,Dominguez,5524.0
ESTUCHERIA,Bariloche,OnLine,2020,7,Mariana,Ruiz,5498.0
ESTUCHERIA,Corrientes,OnLine,2020,7,Samuel,Rico,5498.0
ESTUCHERIA,Flores,Telefónica,2020,7,Natalia,Aristizabal,5482.0
INFORMATICA,Quilmes,Telefónica,2020,7,Hilda,Aguirre,5457.54
AUDIO,Córdoba Quiroz,OnLine,2020,7,Carlos,Jimenez,5431.14
ESTUCHERIA,Mendoza2,Telefónica,2020,7,Camila,Hoyos,5358.0
ESTUCHERIA,Moron,Presencial,2020,7,Lucero,Diaz,5358.0
INFORMATICA,Caballito,OnLine,2020,7,Raquel,Medina,5353.26
ESTUCHERIA,Caballito,OnLine,2020,7,Gonzalo,Betancur,5325.0
INFORMATICA,Mendoza1,Telefónica,2020,7,Alicia,Castrillón,5246.34
GRABACION,Flores,OnLine,2020,7,Sandra,Cano,5119.84
GRABACION,Vicente Lopez,OnLine,2020,7,Paula,Diaz,5119.84
GRABACION,Avellaneda,OnLine,2020,7,Simón,Lemus,5119.84
INFORMATICA,Mendoza1,OnLine,2020,7,Carlos,Lopez,5108.4
ESTUCHERIA,Moron,OnLine,2020,7,Felipe,Arango,5108.0
ESTUCHERIA,Rosario2,Telefónica,2020,7,Alberto,Arango,5108.0
IMPRESIÓN,Flores,Presencial,2020,7,Jacobo,Bustos,4974.0
ESTUCHERIA,Caballito,Telefónica,2020,7,Victoria,Hincapie,4962.0
INFORMATICA,Corrientes,Presencial,2020,7,Gustavo,Mendez,4928.22
ESTUCHERIA,Lanus,OnLine,2020,7,Karina,Berrio,4916.0
ESTUCHERIA,Córdoba Quiroz,Telefónica,2020,7,Gustavo,Cano,4912.0
INFORMATICA,Rosario1,OnLine,2020,7,José,Vallejo,4911.72
INFORMATICA,Mendoza1,OnLine,2020,7,Juliana,Toro,4904.68
ESTUCHERIA,Cabildo,OnLine,2020,7,Estefania,Villegas,4902.0
ESTUCHERIA,Cabildo,OnLine,2020,7,David,Lemus,4902.0
ESTUCHERIA,Rosario1,OnLine,2020,7,Victoria,Marquez,4796.0
ESTUCHERIA,Rosario1,OnLine,2020,7,Evelyn,Palacio,4796.0
INFORMATICA,Velez,OnLine,2020,7,Karen,Gomez,4792.26
IMPRESIÓN,La Plata,OnLine,2020,7,Pablo,Carmona,4696.0
INFORMATICA,Caseros,OnLine,2020,7,Estefania,Villegas,4668.84
INFORMATICA,Castelar,OnLine,2020,7,Sara,Vallejo,4668.84
INFORMATICA,Caseros,OnLine,2020,7,David,Lemus,4668.84
GAMING,Caballito,OnLine,2020,7,Pablo,Rojas,4626.0
ESTUCHERIA,Palermo 1,Presencial,2020,7,Santiago,Jaramillo,4562.0
ESTUCHERIA,Vicente Lopez,Telefónica,2020,7,Alejandra,Gomez,4500.0
ESTUCHERIA,San Justo,Presencial,2020,7,Elisa,Mota,4482.0
ESTUCHERIA,Castelar,OnLine,2020,7,Sofia,Marulanda,4482.0
ESTUCHERIA,Lanus,Telefónica,2020,7,Karina,Berrio,4482.0
ESTUCHERIA,Córdoba Quiroz,OnLine,2020,7,Monica,Villamizar,4434.0
IMPRESIÓN,Vicente Lopez,OnLine,2020,7,Jesus,Hernandez,4368.0
ESTUCHERIA,Almagro,OnLine,2020,7,Alejandra,Florez,4346.0
IMPRESIÓN,Alberdi,OnLine,2020,7,Guillermo,Peláez,4289.0
INFORMATICA,Palermo 1,OnLine,2020,7,Jorge,Zea,4236.76
INFORMATICA,Avellaneda,Presencial,2020,7,Santiago,Idarraga,4236.76
INFORMATICA,Avellaneda,Presencial,2020,7,Carlos,Restrepo,4236.76
INFORMATICA,Palermo 1,OnLine,2020,7,Luis,Melano,4236.76
INFORMATICA,Cabildo,Presencial,2020,7,Isabella,Marquez,4212.12
INFORMATICA,Cabildo,Presencial,2020,7,Sergio,Posada,4212.12
INFORMATICA,Rosario2,Telefónica,2020,7,Hernán,Salamanca,4197.6
ESTUCHERIA,Lanus,OnLine,2020,7,Andrés,Fernandez,4186.0
ESTUCHERIA,Velez,Telefónica,2020,7,Luis,Hoyos,4186.0
INFORMATICA,San Justo,Presencial,2020,7,Barbara,Henao,4153.38
ESTUCHERIA,Avellaneda,OnLine,2020,7,Julieta,Arias,4141.0
ESTUCHERIA,Vicente Lopez,OnLine,2020,7,Jesus,Hernandez,4141.0
INFORMATICA,Avellaneda,OnLine,2020,7,Simón,Lemus,4099.26
ESTUCHERIA,Mendoza1,OnLine,2020,7,Carolina,Muñoz,4054.0499999999997
ESTUCHERIA,Mendoza1,OnLine,2020,7,Dinora,Henao,4054.0499999999997
ESTUCHERIA,Mendoza1,OnLine,2020,7,Raquel,Uribe,4054.0499999999997
ESTUCHERIA,Mendoza1,OnLine,2020,7,Alicia,Castrillón,4054.0499999999997
ESTUCHERIA,Castelar,OnLine,2020,7,Sara,Vallejo,4030.0
IMPRESIÓN,MDQ1,OnLine,2020,7,Mauricio,Jaramillo,3980.0
ESTUCHERIA,San Justo,OnLine,2020,7,Stepania,Zapata,3978.0
ESTUCHERIA,Rosario1,Presencial,2020,7,Daniel,Granda,3978.0
ESTUCHERIA,Rosario1,Presencial,2020,7,Luisa,Marulanda,3978.0
IMPRESIÓN,Moron,OnLine,2020,7,Angelica,Pulgarin,3882.0
INFORMATICA,Cabildo,Telefónica,2020,7,Mariana,Diaz,3876.84
INFORMATICA,Cerro de las Rosas,Telefónica,2020,7,Isabella,Medina,3876.84
INFORMATICA,Cabildo,Telefónica,2020,7,Jeronimo,Burgos,3876.84
INFORMATICA,Palermo 2,Telefónica,2020,7,Luisa,Granda,3847.36
INFORMATICA,Cabildo,Presencial,2020,7,Estefania,Villegas,3847.36
INFORMATICA,Cabildo,Presencial,2020,7,David,Lemus,3847.36
ESTUCHERIA,La Plata,OnLine,2020,7,Leonardo,Uribe,3839.0
GABINETES,Almagro,Telefónica,2020,7,Julieth,Osorio,3815.24
GABINETES,Alberdi,OnLine,2020,7,Eliana,Sanchez,3815.24
GABINETES,Caballito,OnLine,2020,7,Sergio,Posada,3764.6400000000003
GABINETES,San Justo,OnLine,2020,7,Manuel,Toro,3764.6400000000003
GABINETES,Caballito,OnLine,2020,7,Isabella,Marquez,3764.6400000000003
INFORMATICA,MDQ2,OnLine,2020,7,Cathy,Sierra,3638.36
IMPRESIÓN,Bariloche,OnLine,2020,7,Mariana,Ruiz,3624.0
AUDIO,Córdoba Quiroz,OnLine,2020,7,Dinora,Henao,3620.76
AUDIO,Córdoba Quiroz,OnLine,2020,7,Raquel,Uribe,3620.76
AUDIO,Córdoba Quiroz,OnLine,2020,7,Carolina,Muñoz,3620.76
AUDIO,Velez,Presencial,2020,7,Karen,Gomez,3620.76
ESTUCHERIA,Corrientes,OnLine,2020,7,Andrés,Peláez,3620.0
ESTUCHERIA,Quilmes,OnLine,2020,7,Raquel,Diaz,3604.0
ESTUCHERIA,San Isidro,OnLine,2020,7,Alberto,Lopez,3578.0
ESTUCHERIA,Córdoba Quiroz,OnLine,2020,7,Alejandra,Gracía,3573.0
INFORMATICA,Castelar,OnLine,2020,7,Tatiana,Arango,3568.84
ESTUCHERIA,Almagro,Telefónica,2020,7,Simón,Gracía,3530.0
ESTUCHERIA,Flores,OnLine,2020,7,Camila,Dominguez,3525.0
ESTUCHERIA,Caseros,Telefónica,2020,7,Rafael,Cortes,3477.0
ESTUCHERIA,La Plata,OnLine,2020,7,Victoria,Tamayo,3477.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Javier,Santana,3462.0
ESTUCHERIA,Rosario1,Telefónica,2020,7,David,Toledo,3462.0
AUDIO,Rosario1,OnLine,2020,7,Victoria,Marquez,3432.88
AUDIO,Rosario1,OnLine,2020,7,Evelyn,Palacio,3432.88
IMPRESIÓN,Quilmes,OnLine,2020,7,Gonzalo,Giraldo,3427.0
ESTUCHERIA,Bariloche,OnLine,2020,7,Sandra,Gomez,3411.0
BASES,Palermo 2,OnLine,2020,7,Maria,Lema,3390.0
ESTUCHERIA,MDQ1,OnLine,2020,7,Alicia,Carmona,3371.0
ESTUCHERIA,Velez,Presencial,2020,7,Francisco,Osorio,3363.0
ESTUCHERIA,Alberdi,Telefónica,2020,7,David,Jaramillo,3363.0
INFORMATICA,Vicente Lopez,OnLine,2020,7,Jesus,Hernandez,3285.48
INFORMATICA,Mendoza2,Presencial,2020,7,Catalina,Aristizabal,3285.48
ESTUCHERIA,Caballito,OnLine,2020,7,Raquel,Medina,3282.0
ESTUCHERIA,Palermo 1,OnLine,2020,7,Elena,Perez,3282.0
AUDIO,MDQ1,OnLine,2020,7,Elisa,Perez,3275.36
INFORMATICA,Rosario1,Telefónica,2020,7,Sara,Palacio,3274.48
GABINETES,Alberdi,OnLine,2020,7,Guillermo,Peláez,3259.96
IMPRESIÓN,Almagro,OnLine,2020,7,Simón,Gracía,3225.0
INFORMATICA,Avellaneda,Presencial,2020,7,Simón,Lemus,3206.06
INFORMATICA,Almagro,OnLine,2020,7,Julieth,Osorio,3194.84
INFORMATICA,Cabildo,OnLine,2020,7,Antonio,Merizalde,3194.84
INFORMATICA,Rosario1,OnLine,2020,7,Sara,Palacio,3194.84
IMPRESIÓN,MDQ2,OnLine,2020,7,Mariana,Guerrero,3084.0
GAMING,Castelar,OnLine,2020,7,Sara,Vallejo,3084.0
INFORMATICA,La Plata,Telefónica,2020,7,Juliana,Ospina,3072.08
ESTUCHERIA,Caseros,OnLine,2020,7,Marcela,De santis,3043.0
"",Córdoba Quiroz,OnLine,2020,7,Lina,Mendez,3040.0
INFORMATICA,Flores,OnLine,2020,7,Carlos,Posada,3010.04
ESTUCHERIA,Flores,Telefónica,2020,7,Mariana,Gomez,3000.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Mariana,Diaz,2865.0
ESTUCHERIA,Cabildo,OnLine,2020,7,Jeronimo,Burgos,2865.0
AUDIO,Castelar,OnLine,2020,7,Sara,Vallejo,2846.58
GABINETES,Alberdi,OnLine,2020,7,Juan,Hernandez,2833.6
ESTUCHERIA,Corrientes,OnLine,2020,7,Gustavo,Mendez,2826.0
ESTUCHERIA,Deposito,Presencial,2020,7,Jose,Cano,2824.0
INFORMATICA,Almagro,Telefónica,2020,7,Julieth,Osorio,2807.64
INFORMATICA,Flores,OnLine,2020,7,Miguel,Suarez,2807.64
INFORMATICA,Mendoza1,Presencial,2020,7,Alicia,Castrillón,2802.8
ESTUCHERIA,Córdoba Centro,OnLine,2020,7,Marisa,Caro,2775.0
ESTUCHERIA,Córdoba Centro,OnLine,2020,7,Jacobo,Guerra,2775.0
INFORMATICA,Rosario2,OnLine,2020,7,Alberto,Arango,2771.56
IMPRESIÓN,Córdoba Quiroz,OnLine,2020,7,Alejandra,Gracía,2770.0
INFORMATICA,Caballito,OnLine,2020,7,Victoria,Hincapie,2768.92
